address_city_s,address_postal_code_s,address_state_code_s,address_street_s,bank_statement_c,company_id_c,company_name_c,company_short_id_c,created_date,email_c,entity_name_c,identity_verification_enabled_c,last_modified_date,name,not_orphan_record_c,paystub_c,phone_c,phone_is_required_c,reverse_etl_id_c,short_id_c,snappt_property_id_c,status_c,trigger_rollups_c,unit_c,unit_is_required_c
Jasper,35504,AL,1225 Airview Cir,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 19:52:58,kandfenterprise@yahoo.com,,False,2025-10-01 19:52:58,Airview Drive A 778609,False,2,18444762778,True,3d5db74d-b8f5-4b04-8082-5b0fce770576,b1cf69f541,3d5db74d-b8f5-4b04-8082-5b0fce770576,ACTIVE,True,2,True
Lake Hamilton,33851,FL,1112 Martin Street,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 19:08:06,jasonsales365@gmail.com,,False,2025-10-01 19:08:06,Martin Street Triplex 211449,False,2,18444762778,True,a638d758-3ee6-4e1f-83b6-0e07aa1c1f19,3ea969fca0,a638d758-3ee6-4e1f-83b6-0e07aa1c1f19,ACTIVE,True,3,True
Dubuque,52001,IA,261 Cardiff St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 19:06:21,cmmprops@gmail.com,,False,2025-10-01 19:06:21,261 Cardiff St 721674,False,2,18444762778,True,ad357e0a-2212-461f-8740-65edb83e9089,2e3010603e,ad357e0a-2212-461f-8740-65edb83e9089,ACTIVE,True,6,True
Baltimore,21215,MD,3220 West Belvedere Avenue,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 18:45:22,eunjohnson@geoenvironmentalservices.net,,False,2025-10-01 18:45:22,3220 W Belvedere 102760,False,2,18444762778,True,59891da7-3aad-4ffd-ba26-005a8e4943fe,55565c491c,59891da7-3aad-4ffd-ba26-005a8e4943fe,ACTIVE,True,1,True
Gainesville,32608,FL,7214 SW 44th Pl,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 18:32:03,blessedbolz2023@gmail.com,,False,2025-10-01 18:32:03,7214 SW 44th PL 648895,False,2,18444762778,True,52a8dfdd-379f-4ad8-8402-4fa37881f173,db2d454480,52a8dfdd-379f-4ad8-8402-4fa37881f173,ACTIVE,True,4,True
Hot Springs,71913,AR,297 Babbs Drive,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 18:15:03,makarioninvestments@gmail.com,,False,2025-10-01 18:15:03,297 Babbs 256503,False,2,18444762778,True,18ac4de6-9791-466d-bf0f-91c60f9fd07b,ecc066f5ee,18ac4de6-9791-466d-bf0f-91c60f9fd07b,ACTIVE,True,1,True
Dallas,75214,TX,5414 Reiger Ave,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 17:55:08,msnaltamesa@gmail.com,,False,2025-10-01 17:55:08,"5414-5418 Reiger Ave, Dallas TX 408751",False,2,18444762778,True,a8407575-7b28-4e34-9337-c150d4ac8485,8cc064e73a,a8407575-7b28-4e34-9337-c150d4ac8485,ACTIVE,True,18,True
National City,91950,CA,525 E 26th Street,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 17:37:51,alicia@eliterealtyagents.com,,False,2025-10-01 17:37:51,525 E 26th Street Rear 729496,False,2,18444762778,True,35f4905f-6eab-4f39-83d5-9f654d556e7c,b18bc15cca,35f4905f-6eab-4f39-83d5-9f654d556e7c,ACTIVE,True,1,True
Vail,85641,AZ,261 E Forrest Feezor St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 16:42:53,adam@portoftucson.com,,False,2025-10-01 16:42:53,Forrest Freezor 785477,False,2,18444762778,True,66bbe05b-fa50-4919-9441-7791a6c937f4,ab935ba753,66bbe05b-fa50-4919-9441-7791a6c937f4,ACTIVE,True,1,True
Lubbock,79423,TX,1518 82nd St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 16:39:08,managementmlnn@gmail.com,,False,2025-10-01 16:39:08,1518 Duplex - Series B 497581,False,2,18444762778,True,95de611a-61fc-4f30-a741-7afe7b20c10c,a5667f6bc9,95de611a-61fc-4f30-a741-7afe7b20c10c,ACTIVE,True,2,True
Washington,20019,DC,408 Chaplin St SE,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 16:24:19,zolainvestment@gmail.com,,False,2025-10-01 16:24:19,408 Chaplin St. 790504,False,2,18444762778,True,87c387a5-8be5-4a17-bcc6-3d3c6c0ae469,611abd5617,87c387a5-8be5-4a17-bcc6-3d3c6c0ae469,ACTIVE,True,4,True
Pensacola,32506,FL,915 North Old Corry Field Road,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 15:45:03,vipllcfl@gmail.com,,False,2025-10-01 15:45:03,Hobbs 48651,False,2,18444762778,True,67118085-7c9e-4db4-93cc-96854630610a,de0265a194,67118085-7c9e-4db4-93cc-96854630610a,ACTIVE,True,11,True
Jacksonville,32210,FL,6511 San Juan Ave,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 15:42:35,carson@tranquillerealty.com,,False,2025-10-01 15:42:35,"6511 San Juan Ave, Building 4 749705",False,2,18444762778,True,ef0a140e-aa28-44a8-8b1b-a1e143720d62,4aa6b9f939,ef0a140e-aa28-44a8-8b1b-a1e143720d62,ACTIVE,True,4,True
Baltimore,21215,MD,3819 Park Heights Ave,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 15:36:36,lavender2901@atpeac3.com,,False,2025-10-01 15:36:36,The Lavender 790499,False,2,18444762778,True,26c2648b-e891-4338-9551-48d753fe1169,beb3b72e08,26c2648b-e891-4338-9551-48d753fe1169,ACTIVE,True,2,True
Duluth,55805,MN,929 E 6th St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 15:28:42,lindelof02@gmail.com,,False,2025-10-01 15:28:42,929931 e 6th st 301621,False,2,18444762778,True,f0718018-d244-419d-9acd-d7d925aa459b,6e5ec9e134,f0718018-d244-419d-9acd-d7d925aa459b,ACTIVE,True,2,True
San Francisco,94117-3448,CA,456-460A Waller St,2,4db117cf-e9b0-4968-aaea-c7fa08bd396d,Yardi Breeze,3p1PsjaQbp,2025-10-01 15:10:42,management@bouzidcalifornia.com,,False,2025-10-01 15:10:42,456-460A Waller St,False,2,18444762778,True,ca5bfe4b-0bde-4270-a4f4-f819b521bc8d,b4fccee314,ca5bfe4b-0bde-4270-a4f4-f819b521bc8d,ACTIVE,True,4,True
Gladwin,48624,MI,803 Warren St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 14:54:36,deshanoqualityrentals@gmail.com,,False,2025-10-01 14:54:36,803 Warren 785641,False,2,18444762778,True,92886b1d-8a1a-4bfd-b262-753d553c40fa,47b5c511ff,92886b1d-8a1a-4bfd-b262-753d553c40fa,ACTIVE,True,1,True
Fayetteville,28303,NC,842 Anita Road,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 14:46:34,yerentals@gmail.com,,False,2025-10-01 14:46:34,842 Anita 233418,False,2,18444762778,True,6a14d49b-441e-4b1a-a489-46466c155c53,ee950bca0f,6a14d49b-441e-4b1a-a489-46466c155c53,ACTIVE,True,1,True
Sioux City,51104,IA,3330 Nebraska St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 14:31:06,lacey.gagnon@yahoo.com,,False,2025-10-01 14:31:06,3330 Nebraska street 782014,False,2,18444762778,True,841e907d-c577-4fbe-940c-e50fea3ec408,30e163915a,841e907d-c577-4fbe-940c-e50fea3ec408,ACTIVE,True,1,True
Salt Lake City,84115,UT,1709 S W Temple,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 14:08:05,unstoppable.real.estate.llc@gmail.com,,False,2025-10-01 14:08:05,1709 South 423329,False,2,18444762778,True,07c3b886-2027-4b95-9a9b-d45b90ba3710,efb4cbdf96,07c3b886-2027-4b95-9a9b-d45b90ba3710,ACTIVE,True,2,True
Salt Lake City,84111,UT,152 Hampton Ave S,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 02:50:29,pezlocorp@outlook.com,,False,2025-10-01 02:50:29,152 Hampton 682744,False,2,18444762778,True,c852e83a-f45f-43a4-af2a-aa9b350166b0,d8bfca5672,c852e83a-f45f-43a4-af2a-aa9b350166b0,ACTIVE,True,1,True
Matamoras,18336,PA,180 Westfall Town Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 02:49:13,jamesjaie@maioneinc.com,,False,2025-10-01 02:49:13,Riverside on the Delaware 490417,False,2,18444762778,True,c573e8b5-fe76-4f9d-9e4c-46fac8109860,2fb258929a,c573e8b5-fe76-4f9d-9e4c-46fac8109860,ACTIVE,True,2,True
Denison,75020,TX,18 MacArthur Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 02:03:31,michael@southportpropertygroup.com,,False,2025-10-01 02:03:31,SPG-Tx MacArthur 777743,False,2,18444762778,True,90bdb506-2f65-4ff5-8e70-0bc2736db071,88395583bb,90bdb506-2f65-4ff5-8e70-0bc2736db071,ACTIVE,True,2,True
Mount Vernon,98273,WA,"516 N 1st St, Unit A",2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 01:57:44,rental@mackinson.us,,False,2025-10-01 01:57:44,North 1st street Rooming House 201088,False,2,18444762778,True,af38aa38-2b4d-4d1f-bff4-84d3e35f2eee,76cdfcec65,af38aa38-2b4d-4d1f-bff4-84d3e35f2eee,ACTIVE,True,9,True
Lancaster,93534,CA,124 W Ave F 12,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 01:40:45,legado1985@outlook.com,,False,2025-10-01 01:40:45,F-12 A 357511,False,2,18444762778,True,fac0e96c-e452-4578-b804-bc29cca6611d,0a8ce0391d,fac0e96c-e452-4578-b804-bc29cca6611d,ACTIVE,True,1,True
Baltimore,21215,MD,2717 Oswego Ave,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-01 01:18:09,kiemonibutler@gmail.com,,False,2025-10-01 01:18:09,Oswego Ave 713881,False,2,18444762778,True,ea9cc01e-55b7-4782-826a-05158ea92cae,34ab8a34e6,ea9cc01e-55b7-4782-826a-05158ea92cae,ACTIVE,True,6,True
Rensselaer,12144,NY,1639 2nd St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-09-30 23:18:03,518brayton@gmail.com,,False,2025-09-30 23:18:03,1639 2nd St 411337,False,2,18444762778,True,ea4b8ff4-1c1e-4e83-a5bd-d9e1e39b663f,01c3f70d39,ea4b8ff4-1c1e-4e83-a5bd-d9e1e39b663f,ACTIVE,True,2,True
Northbridge,01588,MA,30-32 Water St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-09-30 23:00:31,palmer@summitresidential.com,,False,2025-09-30 23:00:31,30-32 WATER ST 463144,False,2,18444762778,True,f964c432-2b77-4550-9bae-de8e65a1fea0,d934ec9768,f964c432-2b77-4550-9bae-de8e65a1fea0,ACTIVE,True,2,True
Pueblo,81005,CO,3924 Devonshire Ln,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-09-30 22:37:43,devonshirelanellc@gmail.com,,False,2025-09-30 22:37:43,3924 Devonshire Ln 506185,False,2,18444762778,True,756e3c7e-67ac-4f06-99ac-0a2ca4c077f5,ee81bfec62,756e3c7e-67ac-4f06-99ac-0a2ca4c077f5,ACTIVE,True,4,True
Soda Springs,83276,ID,551 East Hooper Avenue,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-09-30 21:48:49,rentcaribou@gmail.com,,False,2025-09-30 21:48:49,Corbett 47410,False,2,18444762778,True,a4abcd0c-bd54-4131-a6c9-acbe0ff2204a,3a6abf887d,a4abcd0c-bd54-4131-a6c9-acbe0ff2204a,ACTIVE,True,4,True
