address_city_s,address_postal_code_s,address_state_code_s,address_street_s,bank_statement_c,company_id_c,company_name_c,company_short_id_c,created_date,email_c,entity_name_c,identity_verification_enabled_c,last_modified_date,name,not_orphan_record_c,paystub_c,phone_c,phone_is_required_c,reverse_etl_id_c,short_id_c,snappt_property_id_c,status_c,trigger_rollups_c,unit_c,unit_is_required_c
North Kingstown,02852,RI,670 Old Baptist Rd,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 22:32:43,bradleyscruggs93@gmail.com,,False,2025-11-18 22:32:43,670 Old Baptist Rd 365064,False,2,18444762778,True,cd72e5b7-ebe3-4101-a49e-40722dbd8a2a,c5c04c253c,cd72e5b7-ebe3-4101-a49e-40722dbd8a2a,ACTIVE,True,4,True
Shreveport,71108,LA,1443 Grigsby St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 22:10:44,mfaminvests@gmail.com,,False,2025-11-18 22:10:44,1443 grigsby 526371,False,2,18444762778,True,9b94d0a5-0ab9-4514-b8b1-c3afd952636b,4100c8cdac,9b94d0a5-0ab9-4514-b8b1-c3afd952636b,ACTIVE,True,1,True
Fort Madison,52627,IA,608 Avenue E,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 21:14:23,cedarcreekleecounty@gmail.com,,False,2025-11-18 21:14:23,4 plex 288401,False,2,18444762778,True,8f2a467a-1ea0-4c92-b82f-d08da17d60a9,97d0f5359f,8f2a467a-1ea0-4c92-b82f-d08da17d60a9,ACTIVE,True,5,True
Houston,77026,TX,2810 Mills St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 20:54:55,daniela@oraclecityhomes.com,,False,2025-11-18 20:54:55,2810 Mills St 797962,False,2,18444762778,True,4d61f535-0fbb-42cf-83be-9188b326a14b,3861dbda20,4d61f535-0fbb-42cf-83be-9188b326a14b,ACTIVE,True,1,True
Grenada,38901,MS,22 Longview Drive,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 19:55:41,samanthacreger@att.net,,False,2025-11-18 19:55:41,22 Longview 213769,False,2,18444762778,True,f5f8570a-cb2c-4628-9217-ff02c6ae4944,473e2ffdd2,f5f8570a-cb2c-4628-9217-ff02c6ae4944,ACTIVE,True,1,True
Point,75472,TX,216 Smith Circle,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 19:53:49,deya@myelitehomemgmt.com,,False,2025-11-18 19:53:49,Smith Circle Duplex 799773,False,2,18444762778,True,2355ad35-ccea-4eed-94ca-6efeee6f511d,4909da9b78,2355ad35-ccea-4eed-94ca-6efeee6f511d,ACTIVE,True,2,True
Middlefield,44062,OH,17677 Reeves Rd,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 17:46:37,cwloera@gmail.com,,False,2025-11-18 17:46:37,Test Property 799288,False,2,18444762778,True,888f4f6b-5a62-426e-ae2e-dc41c9c13b69,bc9babaad0,888f4f6b-5a62-426e-ae2e-dc41c9c13b69,ACTIVE,True,1,True
Honolulu,96826,HI,2648 Kuilei Street #C112,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 17:19:27,lianne@higarealty.com,,False,2025-11-18 17:19:27,Hono Hale C112 240371,False,2,18444762778,True,04fcdf4d-c793-4576-819a-039c8052884f,712c4a8b05,04fcdf4d-c793-4576-819a-039c8052884f,ACTIVE,True,1,True
Irrigon,97844,OR,1400 E Hwy 730,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 17:12:44,mandichavez2017@gmail.com,,False,2025-11-18 17:12:44,Angleton ranch 801204,False,2,18444762778,True,37126778-b735-448f-bb04-b8d549b729b9,9290328ddd,37126778-b735-448f-bb04-b8d549b729b9,ACTIVE,True,1,True
Cincinnati,45237,OH,7744 Stillwell Road,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 15:30:48,joebrickler@oriproperties.net,,False,2025-11-18 15:30:48,Stillwell Ave. 7744 251335,False,2,18444762778,True,8677f0a9-d54d-4fe2-9631-0bc8dd156a33,24f800a6b2,8677f0a9-d54d-4fe2-9631-0bc8dd156a33,ACTIVE,True,4,True
Grand Rapids,49548,MI,236  N green meadow dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 07:02:29,shay03800@gmail.com,,False,2025-11-18 07:02:29,Green meadow estates 801155,False,2,18444762778,True,d5361dd7-990d-4567-8659-9cb7a8cef757,02c48ac847,d5361dd7-990d-4567-8659-9cb7a8cef757,ACTIVE,True,1,True
Danville,25053,WV,378 lowgap lane,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 05:10:09,bb3689832@gmail.com,,False,2025-11-18 05:10:09,Lowgap 801152,False,2,18444762778,True,a0284c4e-3785-4035-ac3a-24b6930cbf4e,fdfcb19828,a0284c4e-3785-4035-ac3a-24b6930cbf4e,ACTIVE,True,1,True
Tampa,33615,FL,8828 W Patterson St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 01:03:17,meivysjorge@gmail.com,,False,2025-11-18 01:03:17,8828 W Patterson Street 801076,False,2,18444762778,True,26691aa6-9228-4427-bf1c-e175a98474f3,10fadeb340,26691aa6-9228-4427-bf1c-e175a98474f3,ACTIVE,True,1,True
Anchorage,99503,AK,1411 W 43rd Ave,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-17 22:54:33,habortiz@gmail.com,,False,2025-11-17 22:54:33,1411 W 43rd Ave 385047,False,2,18444762778,True,64a08ef6-7afc-4c14-b7bf-12753caefb66,563ab6abfb,64a08ef6-7afc-4c14-b7bf-12753caefb66,ACTIVE,True,5,True
Mobile,36618,AL,4925 Janice Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-17 22:17:13,qwbfnkbfvn@privaterelay.appleid.com,,False,2025-11-17 22:17:13,Janice 732564,False,2,18444762778,True,d110ce9c-54cb-417d-a5bc-f16ac9d67e08,4757dce23f,d110ce9c-54cb-417d-a5bc-f16ac9d67e08,ACTIVE,True,1,True
Gresham,97030,OR,340 Northeast Cleveland Avenue,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-17 21:45:15,gresham.property@outlook.com,,False,2025-11-17 21:45:15,YorkTown Gardens 106049,False,2,18444762778,True,89fc6fde-eb76-400e-9bab-a340a4dde1c9,b7b553cc20,89fc6fde-eb76-400e-9bab-a340a4dde1c9,ACTIVE,True,31,True
La Crosse,46348,IN,21801 US-421,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-17 21:27:49,lacrossepropertyllc@gmail.com,,False,2025-11-17 21:27:49,South Farm 618123,False,2,18444762778,True,77493829-ab7c-49ba-bf96-2db22f2c9d94,72c5ae4e16,77493829-ab7c-49ba-bf96-2db22f2c9d94,ACTIVE,True,1,True
Chesapeake,23320,VA,1516 Penton Mews,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-17 20:41:29,cuddylarkin@gmail.com,,False,2025-11-17 20:41:29,The Mews 183938,False,2,18444762778,True,250ea954-8141-44d4-b533-23cb3acfff32,c2285d65f6,250ea954-8141-44d4-b533-23cb3acfff32,ACTIVE,True,1,True
Houston,77082,TX,3906 Quiet Pl Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-17 20:36:15,pm@trinitipropertymanagement.com,,False,2025-11-17 20:36:15,3906 Quiet Place Dr 591268,False,2,18444762778,True,9e0c9558-f42d-4e33-a247-7d4da82e61ca,5e52a892c6,9e0c9558-f42d-4e33-a247-7d4da82e61ca,ACTIVE,True,1,True
New York,10025-2408,NY,424 Cathedral Parkway 424 Cathedral Parkway,2,4db117cf-e9b0-4968-aaea-c7fa08bd396d,Yardi Breeze,3p1PsjaQbp,2025-11-17 19:37:16,arooks@ctpmgmt.com,,False,2025-11-17 19:37:16,424 Cathedral Parkway,False,2,18444762778,True,c3a1b3fa-cd76-4e5c-b138-ec9545c47c33,761672aa48,c3a1b3fa-cd76-4e5c-b138-ec9545c47c33,ACTIVE,True,208,True
Phoenix,85006,AZ,1815 North Dayton Street,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-17 18:55:29,admin@icrgaz.com,,False,2025-11-17 18:55:29,The Dayton 777496,False,2,18444762778,True,cef8ca30-1b3b-4463-a1fc-89a71a3c29f4,abc2a226c4,cef8ca30-1b3b-4463-a1fc-89a71a3c29f4,ACTIVE,True,1,True
Waycross,31503,GA,2846 Minnesota Ave,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-17 14:14:04,3oaksware@gmail.com,,False,2025-11-17 14:14:04,Earls Lot 17 568872,False,2,18444762778,True,c257f396-ba65-4e42-86c0-591b432a57ad,0cfa8eff8d,c257f396-ba65-4e42-86c0-591b432a57ad,ACTIVE,True,1,True
Oak Ridge,37830,TN,102 Lombardy Lane ,2,75f52d49-3aa1-4e27-8de3-c09b0503f34e,Entrata,ty7gQ09eZE,2025-11-17 13:33:20,leasingrth@iagrp.net,,False,2025-11-17 13:33:20,Poplar Creek Townhomes-10502,False,2,18444762778,True,aa91a287-d04f-4716-8ace-015b89e2ac99,75488e1606,aa91a287-d04f-4716-8ace-015b89e2ac99,ACTIVE,True,56,True
