address_city_s,address_postal_code_s,address_state_code_s,address_street_s,bank_statement_c,company_id_c,company_name_c,company_short_id_c,created_date,email_c,entity_name_c,identity_verification_enabled_c,last_modified_date,name,not_orphan_record_c,paystub_c,phone_c,phone_is_required_c,reverse_etl_id_c,short_id_c,snappt_property_id_c,status_c,trigger_rollups_c,unit_c,unit_is_required_c
Loves Park,61111,IL,5693 Whispering Way,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-22 03:36:17,welcomehome@craigmolly.com,,False,2025-10-22 03:36:17,Whispering Way 350459,False,2,18444762778,True,2e11ef78-e14f-4762-ae2b-c00e73a82cf4,89b64d05c5,2e11ef78-e14f-4762-ae2b-c00e73a82cf4,ACTIVE,True,4,True
Forest Grove,97116,OR,2225 B St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-22 02:49:46,teamhapa.rei@gmail.com,,False,2025-10-22 02:49:46,B Street 754453,False,2,18444762778,True,c3e5fac1-e5e8-45d9-bf09-554a89f4df5a,d778fedbca,c3e5fac1-e5e8-45d9-bf09-554a89f4df5a,ACTIVE,True,2,True
Newton,67114,KS,130 W 9th St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 23:05:24,badapplesllcks@gmail.com,,False,2025-10-21 23:05:24,9th St Newton 756277,False,2,18444762778,True,1eaa7dfe-5d54-44d0-9391-aa66c81a3ebe,19eab6d238,1eaa7dfe-5d54-44d0-9391-aa66c81a3ebe,ACTIVE,True,1,True
Salt Lake City,84102,UT,923 E 600 S,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 21:41:51,pm@justinudy.com,,False,2025-10-21 21:41:51,923 Holdings LLC 744497,False,2,18444762778,True,876c8b20-bd29-48c4-bfff-5c56f3523f0c,0446f0d1c4,876c8b20-bd29-48c4-bfff-5c56f3523f0c,ACTIVE,True,4,True
Phoenix,85040,AZ,2504 East Jones Avenue,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 21:39:44,candler.rentalsaz@gmail.com,,False,2025-10-21 21:39:44,"2504 East Jones Avenue, Phoenix, AZ, 85040, US 177902",False,2,18444762778,True,ea17c7d4-c28a-4b4f-a515-20b7ebb35d33,9f3e747265,ea17c7d4-c28a-4b4f-a515-20b7ebb35d33,ACTIVE,True,3,True
Rochester,15074,PA,424 Deer Ln,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 20:49:37,petersonmarkd5@gmail.com,,False,2025-10-21 20:49:37,424 Deer Lane 668302,False,2,18444762778,True,10334e15-89a7-4aca-8cff-40bdbf327300,d10c1b85d9,10334e15-89a7-4aca-8cff-40bdbf327300,ACTIVE,True,1,True
Harrisonville,64701,MO,900 S Lexington St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 19:48:27,jarrealtyllc@gmail.com,,False,2025-10-21 19:48:27,900 S Lexington 565857,False,2,18444762778,True,365e3b62-b139-462c-8668-096e3eadf050,bb4c2f0164,365e3b62-b139-462c-8668-096e3eadf050,ACTIVE,True,2,True
Simpsonville,29680-6948,SC,17 Cowboy Lane,2,4db117cf-e9b0-4968-aaea-c7fa08bd396d,Yardi Breeze,3p1PsjaQbp,2025-10-21 19:16:01,propertymanager@equistarpropertymanagement.com,,False,2025-10-21 19:16:01,17 Cowboy Lane,False,2,18444762778,True,fad4f342-ea7b-4560-ae09-368a2eb1f518,d5af18a8b3,fad4f342-ea7b-4560-ae09-368a2eb1f518,ACTIVE,True,1,True
Harrisonville,64701,MO,901 S Independence St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 18:38:54,jarrealtyllc@gmail.com,,False,2025-10-21 18:38:54,901 S Independence 565856,False,2,18444762778,True,d6396222-e02c-4b14-898c-76452b657755,cfd40e201d,d6396222-e02c-4b14-898c-76452b657755,ACTIVE,True,2,True
Jackson,49203,MI,2926 Francis Street,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 17:50:16,gramllc517@gmail.com,,False,2025-10-21 17:50:16,2926 Francis 129549,False,2,18444762778,True,b8ad9f46-cf6d-4115-a5d9-7081c288b2af,50a5f55372,b8ad9f46-cf6d-4115-a5d9-7081c288b2af,ACTIVE,True,8,True
Saint Marys,45885,OH,111 South Van Street,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 17:32:01,premierchoicerentals17@gmail.com,,False,2025-10-21 17:32:01,111 South Van St. 150054,False,2,18444762778,True,a6789593-6084-4f5e-a385-996c7d5d853a,4c725a4439,a6789593-6084-4f5e-a385-996c7d5d853a,ACTIVE,True,1,True
Silver Spring,20904,MD,3303 Sir Thomas Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 17:18:51,yusra.murshid@gmail.com,,False,2025-10-21 17:18:51,3303 Sir Thomas Dr 795261,False,2,18444762778,True,17c14251-3350-4be2-b09c-6377a034e7a9,7f51b2daa6,17c14251-3350-4be2-b09c-6377a034e7a9,ACTIVE,True,1,True
Orlando,32812,FL,2320 South Conway Road ,2,75f52d49-3aa1-4e27-8de3-c09b0503f34e,Entrata,ty7gQ09eZE,2025-10-21 15:56:08,venosa@bluerocpremier.com,,False,2025-10-21 15:56:08,The Park at Venosa II-15649,False,2,18444762778,True,77576dbc-e8be-40f8-9981-55ca33e2e308,8a3ac36aff,77576dbc-e8be-40f8-9981-55ca33e2e308,ACTIVE,True,216,True
Spartanburg,29303,SC,260 N Cleveland Park Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 15:35:50,eruppe310@bellsouth.net,,False,2025-10-21 15:35:50,260 N. Cleveland Park Drive 409767,False,2,18444762778,True,d09e7fdd-db83-471f-b991-afa822715fb6,ee1dff1c07,d09e7fdd-db83-471f-b991-afa822715fb6,ACTIVE,True,4,True
Indianapolis,46208,IN,5145 Patterson St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 15:28:32,j.m.cookeproperty@gmail.com,,False,2025-10-21 15:28:32,5145 Patterson 790361,False,2,18444762778,True,ce74dfcb-d276-4b38-b65e-feab259db247,06995103a7,ce74dfcb-d276-4b38-b65e-feab259db247,ACTIVE,True,1,True
Bella Vista,72714,AR,7 Wroxham Ln,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 15:27:03,chelseacowgur@gmail.com,,False,2025-10-21 15:27:03,Wroxham 795110,False,2,18444762778,True,aa64723b-1c58-4fd8-bb15-d82ae68d8a79,3612019d04,aa64723b-1c58-4fd8-bb15-d82ae68d8a79,ACTIVE,True,1,True
Saint Joseph,64501,MO,1211 N 15th St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 14:44:05,theklines2020@gmail.com,,False,2025-10-21 14:44:05,N. 15th 484520,False,2,18444762778,True,4b8a8678-433d-4516-8928-ecaaf74468cc,94a6c7d434,4b8a8678-433d-4516-8928-ecaaf74468cc,ACTIVE,True,1,True
Newtown,06470,CT,12 Fieldstone Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 14:20:43,saundersbrian11@gmail.com,,False,2025-10-21 14:20:43,12 Fieldstone Drive 780924,False,2,18444762778,True,0f25cb7c-5505-43b3-ad71-382896563102,30bb7c9697,0f25cb7c-5505-43b3-ad71-382896563102,ACTIVE,True,1,True
Knoxville,37917,TN,2631 Carson Ave,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-10-21 13:49:13,aroundtheclock258@outlook.com,,False,2025-10-21 13:49:13,Carson Ave Single Family 791706,False,2,18444762778,True,5e74933f-2732-481b-96ed-36bd17905746,d28440b447,5e74933f-2732-481b-96ed-36bd17905746,ACTIVE,True,1,True
