address_city_s,address_postal_code_s,address_state_code_s,address_street_s,bank_statement_c,company_id_c,company_name_c,company_short_id_c,created_date,email_c,entity_name_c,identity_verification_enabled_c,last_modified_date,name,not_orphan_record_c,paystub_c,phone_c,phone_is_required_c,reverse_etl_id_c,short_id_c,snappt_property_id_c,status_c,trigger_rollups_c,unit_c,unit_is_required_c
San Francisco,94105,CA,123 Market St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-12 18:12:12,marriane.banaag1@gmail.com,,False,2025-11-12 18:12:12,Golden Gate Week 3 profile 775966,False,2,18444762778,True,ab9e5e7a-e50e-4bcd-bfab-84f8b4a1ab7a,ac4a9a93bd,ab9e5e7a-e50e-4bcd-bfab-84f8b4a1ab7a,ACTIVE,True,3,True
Eaton,45320,OH,225 Delaware Crossing,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-12 18:12:07,mrsandman23@gmail.com,,False,2025-11-12 18:12:07,225 Delaware Crossing 216702,False,2,18444762778,True,90ccc082-2c6c-4f52-bcac-1f4eeb504c31,2b0c0d1c21,90ccc082-2c6c-4f52-bcac-1f4eeb504c31,ACTIVE,True,1,True
Chicago,60641,IL,5539 W Addison St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-12 17:52:47,kathryn.wrightsman@gmail.com,,False,2025-11-12 17:52:47,5539 & 5541 W Addison 788217,False,2,18444762778,True,56cebe58-6072-4f65-a488-8a0093b6835a,44253b0b1f,56cebe58-6072-4f65-a488-8a0093b6835a,ACTIVE,True,14,True
Mishawaka,46544,IN,336 Smith Street,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-12 17:44:19,louis@southbendmanagementco.com,,False,2025-11-12 17:44:19,336 Smith Street 160173,False,2,18444762778,True,03ccca06-5ccb-46b2-b825-5f0db004a79f,c542c0c93d,03ccca06-5ccb-46b2-b825-5f0db004a79f,ACTIVE,True,1,True
Killeen,76541,TX,1201 N College St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-12 16:48:23,support@collegeparkapt.com,,False,2025-11-12 16:48:23,College Park Apartment 323584,False,2,18444762778,True,3d3cd64b-a9e8-43b5-81b9-1476ca66a9e6,e745a90c29,3d3cd64b-a9e8-43b5-81b9-1476ca66a9e6,ACTIVE,True,52,True
Youngwood,15697,PA,4s S 4th St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-12 16:45:53,2qvkt624jn@privaterelay.appleid.com,,False,2025-11-12 16:45:53,Shop 800237,False,2,18444762778,True,bf20e381-91a0-4e00-be39-538050cdf0ca,7f013fd44d,bf20e381-91a0-4e00-be39-538050cdf0ca,ACTIVE,True,1,True
Burnsville,55337,MN,681 E Burnsville Pkwy,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-12 15:48:44,wyyc4348@gmail.com,,False,2025-11-12 15:48:44,681 E. BURNSVILLE PARKWAY 457758,False,2,18444762778,True,93e65d9f-82af-4e11-99eb-9241ce09cb0e,0bfed791f0,93e65d9f-82af-4e11-99eb-9241ce09cb0e,ACTIVE,True,1,True
Orlando,32811,FL,4963 Raleigh Street,2,d1ec0dc0-7619-417e-8e6d-f1b23f23b332,"Leland Enterprises, Inc.",OVcxlR0dWR,2025-11-12 14:56:16,,,True,2025-11-12 15:09:25,Timber Sound 2,False,2,18444762778,True,7e4541a4-417c-4bd7-b09d-5ba15b1fba1c,0f6nJV7401,7e4541a4-417c-4bd7-b09d-5ba15b1fba1c,ACTIVE,True,160,True
Orlando,32811-4047,FL,4963 Raleigh Street,2,d1ec0dc0-7619-417e-8e6d-f1b23f23b332,"Leland Enterprises, Inc.",OVcxlR0dWR,2025-11-12 14:56:15,,,True,2025-11-12 15:09:22,Timber Sound I,False,2,18444762778,True,f0bb74e6-078f-4e9f-813f-5152a1a06264,Qnz7GLLNd0,f0bb74e6-078f-4e9f-813f-5152a1a06264,ACTIVE,True,80,True
Eagan,55122,MN,"2148 Cedar Grove Trail, Eagan, MN   55122",2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-12 15:00:39,wyyc4348@gmail.com,,False,2025-11-12 15:00:39,2148 Cedar Grove Trail 423953,False,2,18444762778,True,e0dd2251-1638-4de5-b55e-92b39cb0f1e7,27b54ac230,e0dd2251-1638-4de5-b55e-92b39cb0f1e7,ACTIVE,True,1,True
